"","cantidad..1.","cantidad..2.","cantidad..3.","cantidad..4.","cantidad..5.","cantidad..6.","cantidad..7.","cantidad..8.","cantidad..9.","cantidad..10.","cantidad..11.","temperatura_media_media..1.","temperatura_media_media..2.","temperatura_media_media..3.","temperatura_media_media..4.","temperatura_media_media..5.","temperatura_media_media..6.","temperatura_media_media..7.","temperatura_media_media..8.","temperatura_media_media..9.","temperatura_media_media..10.","temperatura_media_media..11.","indice..1.","indice..2.","indice..3.","indice..4.","indice..5.","indice..6.","indice..7.","indice..8.","indice..9.","indice..10.","indice..11.","humedad_min_media_porc..1.","humedad_min_media_porc..2.","humedad_min_media_porc..3.","humedad_min_media_porc..4.","humedad_min_media_porc..5.","humedad_min_media_porc..6.","humedad_min_media_porc..7.","humedad_min_media_porc..8.","humedad_min_media_porc..9.","humedad_min_media_porc..10.","humedad_min_media_porc..11.","humedad_max_media_porc..1.","humedad_max_media_porc..2.","humedad_max_media_porc..3.","humedad_max_media_porc..4.","humedad_max_media_porc..5.","humedad_max_media_porc..6.","humedad_max_media_porc..7.","humedad_max_media_porc..8.","humedad_max_media_porc..9.","humedad_max_media_porc..10.","humedad_max_media_porc..11.","lluvia_mm..1.","lluvia_mm..2.","lluvia_mm..3.","lluvia_mm..4.","lluvia_mm..5.","lluvia_mm..6.","lluvia_mm..7.","lluvia_mm..8.","lluvia_mm..9.","lluvia_mm..10.","lluvia_mm..11.","humedad_media_media_porc..1.","humedad_media_media_porc..2.","humedad_media_media_porc..3.","humedad_media_media_porc..4.","humedad_media_media_porc..5.","humedad_media_media_porc..6.","humedad_media_media_porc..7.","humedad_media_media_porc..8.","humedad_media_media_porc..9.","humedad_media_media_porc..10.","humedad_media_media_porc..11.","temperatura_max_media..1.","temperatura_max_media..2.","temperatura_max_media..3.","temperatura_max_media..4.","temperatura_max_media..5.","temperatura_max_media..6.","temperatura_max_media..7.","temperatura_max_media..8.","temperatura_max_media..9.","temperatura_max_media..10.","temperatura_max_media..11.","nivel..1.","nivel..2.","nivel..3.","nivel..4.","nivel..5.","nivel..6.","nivel..7.","nivel..8.","nivel..9.","nivel..10.","nivel..11.","cantidad","temperatura_min_media..1.","temperatura_min_media..2.","temperatura_min_media..3.","temperatura_min_media..4.","temperatura_min_media..5.","temperatura_min_media..6.","temperatura_min_media..7.","temperatura_min_media..8.","temperatura_min_media..9.","temperatura_min_media..10.","temperatura_min_media..11."
"indice..8.",0.271986636575188,0.26973012063495,0.249218776101541,0.223913048259838,0.198530868114714,0.165774855283791,0.148562200806541,0.138837489335912,0.140075796138371,0.136353317961994,0.118032583236985,0.0286919421302067,0.0465193499235639,0.0854969007023266,0.110498567124452,0.141118036719622,0.175160447679366,0.19373673949834,0.219538825258159,0.262928437693921,0.284364485985075,0.302211699002057,0.591298564148084,0.649527681249577,0.708091253932181,0.76784691813066,0.827079763646433,0.889592947825196,0.955310498595927,1,0.955126624134199,0.888724625760764,0.825116793781206,0.314169705198478,0.308184742109607,0.323680577731726,0.312303549945299,0.283311286840331,0.251948626371719,0.237294575134302,0.221145101724159,0.193466187552804,0.144815825700867,0.0772987982343642,0.291594592937026,0.307774031206823,0.331538731707522,0.341520117475292,0.339487641771745,0.32119989796289,0.306870638677603,0.293201617572596,0.263577733331122,0.224931165968664,0.18457637760913,0.101223695067816,0.11281190844593,0.125936281878485,0.14085352418254,0.17767508429075,0.198944657101981,0.218248946277805,0.266504431031525,0.284794751225143,0.279764337505105,0.264903104363374,0.335009104391045,0.335365201431656,0.351829548496022,0.351301634736518,0.333582574988025,0.301363558492389,0.285795142648997,0.267437338384113,0.237299482074877,0.187951974337734,0.124657399935901,-0.0169509362219194,-0.000895462879662604,0.0318331419789245,0.0561011953430399,0.0889575062309972,0.122265969586861,0.137736295739701,0.159707630190396,0.20685271011458,0.235164350233887,0.263488482237611,0.354108583235251,0.312045299840004,0.265359253544519,0.215311610151674,0.158884791804423,0.105609265793867,0.0535150833435564,0.00124796200601108,-0.0468522380744832,-0.0880284017207092,-0.124724529694607,0.276998160247119,0.0764414979340031,0.0955077366140268,0.13913607629275,0.163715500832525,0.188822136120122,0.220614885233797,0.241057714993356,0.266738753946757,0.305248720254458,0.318624412613745,0.32423656840291
"indice..9.",0.27922450097703,0.273989973071443,0.271882082019213,0.250056858919043,0.224670966725914,0.199322082582384,0.167609961111135,0.15075909789163,0.140800027777536,0.141735371642981,0.138309898338099,-0.0034261568336524,0.0289527663578331,0.0509933034423051,0.0823463818279693,0.107825245614882,0.143659434254987,0.173447144083991,0.195412910790666,0.22305631768869,0.258009108787032,0.281464483161873,0.530027090308336,0.588889735340649,0.647576449446657,0.706557794983,0.76669784343996,0.826273290864915,0.88910861829575,0.955126624134199,1,0.954978995128586,0.888417925897651,0.314371152831493,0.312565489202549,0.310239077461962,0.318964542881713,0.308763619145205,0.273019794819192,0.243948320002428,0.232376517514741,0.221686818343603,0.192267996174807,0.148185704127381,0.266041510734434,0.285998383211689,0.308723858593523,0.334495296146628,0.341975993116892,0.329690645808922,0.312060594443386,0.29864278529396,0.291668848514754,0.265223086774311,0.229647135693742,0.0773282220082693,0.105062245533576,0.115245563166308,0.125920181077095,0.147367003020305,0.167468752529838,0.185776735256396,0.213272756058466,0.251293431509806,0.289724828427609,0.284105381324437,0.323525515884023,0.329808786740262,0.336053663184793,0.35044391745891,0.349079033220179,0.322867289481964,0.292638778831374,0.278165119383012,0.26760777608764,0.236358453909548,0.192166135598363,-0.0491975038141899,-0.0159290192445151,0.00292521586185147,0.030955699093418,0.0543177951403251,0.0943149675406497,0.12132929739287,0.139818945546909,0.163238123500351,0.203659796978286,0.232255719061735,0.390161776515149,0.351121578898513,0.30847623054022,0.261717245554124,0.21160230248299,0.156288640020634,0.104820116632152,0.0527474791068548,0.00144269445204654,-0.0446193148785283,-0.0851590440525875,0.280162304741212,0.0445461452295264,0.076250300225814,0.0998368668851446,0.133984153900856,0.159295665551928,0.188299357020969,0.217252162802852,0.241607957009343,0.270556371528923,0.300795362682524,0.316373967735212
"indice..10.",0.282236866078362,0.281092123494786,0.276022379453176,0.272704204713661,0.250819595305536,0.225477617944268,0.201136794477742,0.169765149076698,0.1526838885433,0.142423389067263,0.143649370121735,-0.0340556233865363,-0.00339133778236791,0.0327684875875537,0.0477489205086571,0.0794814019347515,0.109984854753435,0.141778586123606,0.174749790189651,0.198496770246759,0.218025508706572,0.254977085325392,0.46157393018613,0.527567728361134,0.58687345604046,0.645959004470674,0.705299665475998,0.765765101062586,0.825625625785685,0.888724625760764,0.954978995128586,1,0.954869787421856,0.288831718729574,0.312870352113327,0.314553118600984,0.305493942728748,0.315504124264922,0.299128517396635,0.265311517777148,0.239280345552641,0.232874910291847,0.220596482877086,0.195665556826912,0.236581630844803,0.260361701302589,0.287052187883316,0.311322013051713,0.334845319683421,0.332382773061243,0.320689601780071,0.303943436155521,0.297177214753754,0.293065442386637,0.269812190626246,0.0678809637147651,0.0808778631156385,0.107487005412008,0.115331471356957,0.132196526549795,0.137386651965964,0.154485609845081,0.180842866246468,0.196577633752002,0.255828559118393,0.293911574037168,0.298344527379104,0.318396534563933,0.33053045027557,0.334509546559873,0.348271140470626,0.33880493414423,0.314443946711651,0.285269913904766,0.278383836801856,0.266630252672721,0.240474808408074,-0.0741488033150312,-0.0484333545293533,-0.0127139697404752,0.00189247277499346,0.0289600031954045,0.0591242040864669,0.0931463193152703,0.122975924848534,0.142943099286908,0.159857137184004,0.200568028549575,0.420902069640147,0.387616517001373,0.348080378914375,0.305368187088796,0.258549667258035,0.209474548398805,0.155830228876496,0.104384574508123,0.0532434118478798,0.00386869201866262,-0.0415679724820958,0.276820466703463,0.00812518882430552,0.0441533295397379,0.0799416611652612,0.0946357220623258,0.129424905771671,0.158533675251946,0.184844781878927,0.217498669979953,0.244952090564604,0.265988572172197,0.298477375971955
"indice..11.",0.278743475461729,0.283968917579075,0.283005591580551,0.276792238545229,0.273444355063386,0.251614066331656,0.227228939057798,0.203232197647945,0.171633247494366,0.154264096013662,0.144269652580023,-0.0591248378886768,-0.0341715872131129,-0.000165952851320798,0.0295263826387606,0.0448172168097083,0.081344950866811,0.108023529329532,0.142781672377029,0.177482284821474,0.193479590814756,0.214942896395206,0.39352629832064,0.459043892642571,0.525512049217161,0.585206636359576,0.644637561092348,0.704284278047438,0.765021849546739,0.825116793781206,0.888417925897651,0.954869787421856,1,0.270471324236057,0.287382535304859,0.314770234794811,0.309888113132447,0.302103587020406,0.306409639948339,0.291785526160305,0.26096050025863,0.23973012345997,0.231848620865404,0.223939111774356,0.215371437372448,0.23093874773392,0.26148324214348,0.289357282161096,0.311572114386132,0.325525042263579,0.323611127692386,0.312785398933723,0.302549171670936,0.298335187020387,0.297441604557705,0.0645422473515256,0.0711971965864608,0.0832545389193192,0.10765089003471,0.121348210489844,0.122642645597367,0.124728942146667,0.149661675646602,0.163865089221502,0.200720295530367,0.259810520979294,0.279378204010199,0.293311791816598,0.319125893090261,0.328909187023539,0.332378452644583,0.338412584432414,0.330729941133074,0.307459404409188,0.285510783232012,0.277362280011365,0.270584388678008,-0.094528894279832,-0.0735648640241131,-0.0457593039681769,-0.0138222894178664,-0.000204656071294272,0.0333155484556903,0.0578177777167551,0.0944399826476241,0.125766255752793,0.13949022715308,0.156698359822265,0.445495736640431,0.418723711871882,0.385030040083036,0.345425296048436,0.302659449488071,0.256784744426823,0.209240708766789,0.155619225748279,0.10505634661614,0.0557202673204433,0.00695329400190812,0.26857589113963,-0.022485158585438,0.00760098515272,0.0472840664319977,0.074802216592339,0.0900854020895074,0.128512371931675,0.155078806584049,0.184866914365007,0.220453749704819,0.240388581771269,0.263636149842555
"humedad_min_media_porc..1.",0.0635914836035572,0.0815425482600976,0.145541679585425,0.181437789359189,0.212010454754071,0.254842699986722,0.285901661170744,0.279517723633025,0.279010157767033,0.306951255813171,0.272441611914318,-0.229392267878899,-0.160992659380096,-0.176820970007413,-0.108593223793601,-0.0651153982428948,0.00950233415142982,0.0573116912528231,0.0891853593539901,0.150659423395046,0.145665474955974,0.195245403346257,0.256362668825367,0.266152803983457,0.271727094924945,0.291675091088716,0.316679415153475,0.323208885740608,0.309874765276627,0.314169705198478,0.314371152831493,0.288831718729574,0.270471324236057,1,0.419265275586935,0.278445034680622,0.323015904975162,0.269405709907977,0.188523506482466,0.194275044765816,0.112416504820925,0.0444359941649778,0.0195598539280213,-0.0103044481887185,0.709344017289459,0.353510701219273,0.34232249053511,0.338821979449227,0.276621610646337,0.245172718356059,0.241983255549351,0.240179232420277,0.145160968768927,0.151796091105927,0.0792603238721061,0.332356106929169,0.191888195074259,0.138537663832459,0.122610187087968,0.085410314626415,0.115016981162736,0.153811122067689,0.1187580243604,0.131232382610934,0.0834192332620539,0.09270741907696,0.933061706799411,0.441446794256722,0.344603980249709,0.37386374855943,0.316791565492184,0.251741567027301,0.240482812907675,0.199148473528366,0.105070254183422,0.0985931227535756,0.0334935118697051,-0.396913223873175,-0.216476300372414,-0.207656884906172,-0.162622079240402,-0.109727201467671,-0.0136616196624816,0.0269927282244699,0.0692080071048017,0.136023157497691,0.140209856843827,0.197159505828957,0.28350800890585,0.211559010566061,0.177140699282513,0.144263365566075,0.114907909430138,0.0780269143898392,0.0259248795761851,-0.0184349413527471,-0.0615430430316708,-0.102391900416277,-0.134551017424677,0.075708788937434,-0.0415897204810221,-0.0957013948925703,-0.141446847841857,-0.0637437759938394,-0.0221093323560657,0.0332110177489078,0.0635621032371775,0.0963940369353032,0.152202534462511,0.140946169036518,0.180281505947507
"humedad_min_media_porc..2.",0.0765775221318469,0.0643434597016851,0.0823589174172618,0.145713260400936,0.181608612556815,0.212234103217462,0.255667445653811,0.286925825183307,0.280430635777012,0.279760264671905,0.307869993407826,-0.302476840584437,-0.229186736390584,-0.158781233936826,-0.178204361288723,-0.109493028248062,-0.0638866929165937,0.00866442182375825,0.0582565724793078,0.0910034691554996,0.14817260685318,0.144110767907411,0.227717065369707,0.254004634550837,0.263914690663711,0.269585704308157,0.289694124270844,0.314867429422076,0.321487059895154,0.308184742109607,0.312565489202549,0.312870352113327,0.287382535304859,0.419265275586935,1,0.419968270413379,0.276001132117357,0.321239338352747,0.264888951689499,0.184469198404121,0.191697697959735,0.11248897755318,0.0435337961372019,0.0209316755235481,0.43549329285267,0.706230438601188,0.353303655375503,0.343913691042614,0.338878088747888,0.271794236795473,0.240541122698535,0.237808521289865,0.23918533536058,0.145999285097922,0.153196931308504,-0.0216427546347938,0.334744480092625,0.192889490368256,0.138276927431663,0.125784550356192,0.0797925903494275,0.108312073122053,0.151177839465792,0.109331949740084,0.133582191923552,0.0853121009702423,0.467750232015067,0.932019645450156,0.44134647933458,0.343826435273687,0.37269633366163,0.312014019897144,0.247451561184051,0.236729140085427,0.198912521712878,0.104449877553401,0.100037944946378,-0.352557056026213,-0.396462290075534,-0.214540586310678,-0.207987198507459,-0.163049309361788,-0.107295960519188,-0.0139630019326572,0.0282677717643,0.0710920880990172,0.134498128218817,0.138777466849442,0.36444144835194,0.281719521186736,0.209354897114524,0.17489487926521,0.141994593939911,0.113190933043619,0.0772019463514341,0.0251668249492037,-0.018688827382491,-0.0606713043248291,-0.101116898992494,0.0552764518391729,-0.235674113726176,-0.0415964842476068,-0.0934679778928139,-0.143762496983347,-0.0655069044966097,-0.0223381525979521,0.0314279332712773,0.0638486935963023,0.0983121588845748,0.149875922096237,0.13955744792527
"humedad_min_media_porc..3.",0.0558428202201349,0.0770859627694209,0.0650818975276,0.0829822808527972,0.14629858376944,0.182193058075054,0.212869176521172,0.256363961060344,0.287552144165229,0.28103618406539,0.280405296088893,-0.320700561407701,-0.303332023223749,-0.231653721444022,-0.160271359548329,-0.180055287137884,-0.110228753573982,-0.0651093351037817,0.00746892748810395,0.0576721354916524,0.0885808214328169,0.146697446474019,0.185602733093821,0.23019662411216,0.256507244616522,0.26636153158917,0.271957526456379,0.292024805455137,0.317153124901442,0.323680577731726,0.310239077461962,0.314553118600984,0.314770234794811,0.278445034680622,0.419968270413379,1,0.418361186214053,0.275548681689226,0.321465723059953,0.263503898562308,0.18445287865948,0.191939783263156,0.112753479236636,0.0468043422251234,0.281936223058508,0.432462827821219,0.706881236065228,0.353104206813138,0.344064133451074,0.336811669823368,0.269146051734349,0.238127756773688,0.238131697776416,0.238348704236552,0.149331041014571,-0.0390550438616718,-0.0213307781071355,0.335695119899582,0.193857204332152,0.140009860045965,0.125781740017828,0.0766654155695279,0.107477801498626,0.156240295537052,0.109956636914888,0.135029345948889,0.320783586850968,0.467196101563391,0.932322348564887,0.440294845019715,0.343986909833699,0.371925487506319,0.31050729364367,0.246484707539872,0.237539618159578,0.198348736979096,0.107981222856685,-0.344677327454763,-0.35339548889937,-0.399105960507775,-0.215511166283139,-0.2096846595339,-0.163707628990802,-0.108744002851359,-0.0155822698026145,0.0276882621487747,0.0686550105166896,0.132351942515008,0.422583187103769,0.366329430429792,0.283574801387212,0.210922039339364,0.176313018094502,0.143504840253449,0.114968943508385,0.0788760942900373,0.0272697268044626,-0.0160707731058046,-0.0577967334366411,0.0296402161161652,-0.284471480899767,-0.236499554087925,-0.0435838462642737,-0.09556505307966,-0.145960404038479,-0.0666579564329661,-0.0236742904395915,0.0303229344863415,0.0632450152670234,0.0963570049021271,0.149284230287732
"humedad_min_media_porc..4.",0.029526324435792,0.0556861598342458,0.0766074292909552,0.0640280016389314,0.0818841926691238,0.145194002423012,0.181583832583474,0.212278757945197,0.255728162642444,0.286781575247016,0.28036765292801,-0.271247037777139,-0.318457081606425,-0.297622959601186,-0.230075215764068,-0.157198174838799,-0.177522447463869,-0.108915221424184,-0.0621493796708177,0.0103178072165111,0.0587421920601133,0.0890230888930292,0.112386142023877,0.179878521653219,0.224761003961737,0.251246274909128,0.261193037587719,0.266864508518881,0.287053232142245,0.312303549945299,0.318964542881713,0.305493942728748,0.309888113132447,0.323015904975162,0.276001132117357,0.418361186214053,1,0.417286275584642,0.273640339479331,0.320365700087828,0.261312833161332,0.183860995836318,0.190501634441507,0.107963147950495,0.239255835856602,0.282371471015565,0.428377981885536,0.708896078278998,0.352355856591469,0.343234127489834,0.336222001896842,0.268526649282187,0.236319955603545,0.240206144559049,0.23145147839958,-0.0150235636958369,-0.037558127703031,-0.0226032283746723,0.333417399735321,0.194232463437029,0.136057014870495,0.124064670636896,0.0750841252828363,0.100551331510832,0.15774174515122,0.109246873181213,0.326363368778688,0.319545553642283,0.464315711327533,0.932614883519462,0.438747870353689,0.342940322911363,0.37101865960948,0.309108483494944,0.244437568358294,0.237565901015876,0.191915733825346,-0.303208388899048,-0.342189414009458,-0.347670150310072,-0.397257745617463,-0.212140873145772,-0.206571077543592,-0.161218740925178,-0.104694900324933,-0.0126801900839801,0.0299339209290759,0.0702625459337457,0.444675658773819,0.418761795645901,0.362302557973713,0.279430779439637,0.206696033186672,0.172042269764824,0.139352588616121,0.111164911678809,0.0748983167767856,0.0237521528872383,-0.0193407468882541,0.0566372774937368,-0.233814307816078,-0.282660927837632,-0.231045845616633,-0.0423255720677256,-0.0929092560617341,-0.144106010507374,-0.0663369151498866,-0.0215856691877297,0.0333341597947279,0.0637202631617154,0.0956410003415917
"humedad_min_media_porc..5.",0.0570097566426494,0.0297910283638198,0.0558067857588584,0.0760715491630883,0.063442945468904,0.0813261672997901,0.145270556031264,0.181792751020385,0.21243131746503,0.255755290052453,0.286969597787201,-0.297720620528167,-0.269944020629173,-0.314283353155282,-0.297451853498061,-0.228638825718108,-0.155192540130564,-0.177218460599382,-0.106793937574501,-0.0597488383045475,0.009879756920813,0.0582963491634069,0.0496949468534778,0.107162023660984,0.175165898901194,0.220388299034688,0.24709286223468,0.257171973287444,0.262958009813843,0.283311286840331,0.308763619145205,0.315504124264922,0.302103587020406,0.269405709907977,0.321239338352747,0.275548681689226,0.417286275584642,1,0.415190415477844,0.271181101305744,0.318197719951277,0.261188641962755,0.182715549135122,0.187881818740656,0.179587556350758,0.238315866013984,0.280108537078789,0.430507247122394,0.709034148768256,0.349798645977839,0.340909788117833,0.334124319449137,0.267117440934483,0.238145729929441,0.236640597203905,-0.036701681633509,-0.0132163127368212,-0.0378722174617748,-0.0241641986963611,0.335434181947659,0.189931043944914,0.13192096799192,0.121918390870681,0.0639288740747878,0.10257412600936,0.158292785938969,0.254246444385659,0.324539258759413,0.317963790698975,0.464363454301029,0.932343907286677,0.436570042068177,0.340549353599228,0.368851211351737,0.307952820079703,0.244339872707758,0.23400227207492,-0.323024611457636,-0.301598164313878,-0.338046762454367,-0.346925978693703,-0.39539610133499,-0.209313766605724,-0.20529026152746,-0.158326192126913,-0.102295822860715,-0.0119191421748383,0.0303075206157618,0.452856680294765,0.441927705232353,0.41586051414854,0.359278686336966,0.276197020441462,0.203478196810953,0.169227032104287,0.136768630369751,0.108639633624272,0.0730513121860784,0.0222052212385963,0.040419788663172,-0.259538869501631,-0.232884627437997,-0.278679291736728,-0.231346937625789,-0.0416766106945857,-0.0919572555104686,-0.144866409413402,-0.0649939753020394,-0.0189879181524663,0.032545711952474,0.0626050212393112
"humedad_min_media_porc..6.",0.0414046663920822,0.0579075050361688,0.0299567963367365,0.0543191574392345,0.0746239480408228,0.0619262222251398,0.08153742025525,0.146214647731556,0.182788969583542,0.213217928131386,0.257227537826376,-0.331100599652481,-0.295312732944099,-0.257407560116186,-0.315308771504636,-0.294993091708791,-0.223976788499634,-0.15479589216544,-0.171955018046688,-0.100501184633689,-0.060594280990114,0.00903473798311632,-0.00548958986166199,0.033458740017191,0.0921074080932094,0.161378028055582,0.20756421578813,0.235007326933946,0.245644713307921,0.251948626371719,0.273019794819192,0.299128517396635,0.306409639948339,0.188523506482466,0.264888951689499,0.321465723059953,0.273640339479331,0.415190415477844,1,0.410457991838234,0.264858271241989,0.319382800484343,0.259268065018587,0.176754949761257,0.165144277522958,0.178920131753779,0.233119632536735,0.286519054507596,0.431958344405236,0.70646834191639,0.345344638912675,0.337039985214604,0.331605117166676,0.273683639790744,0.231388323876797,-0.0786261526193862,-0.0320179352579876,-0.0146041841297788,-0.0427984919065365,-0.0203163790895787,0.323952673607456,0.179844177044938,0.126596609843523,0.0880581751433375,0.0693616541961818,0.104127415963358,0.211626868008524,0.249362786944205,0.321539264480845,0.319455617259864,0.462414852747444,0.931329481276549,0.431507518257551,0.334341621993989,0.367284008139604,0.309430054631087,0.237228688961561,-0.332713479034371,-0.319742249259214,-0.2895468210067,-0.337457727569004,-0.343849993340387,-0.389335545790554,-0.20654791593976,-0.197769300043595,-0.152228698988592,-0.100060560518235,-0.0103282109875295,0.443182721010775,0.444995847259822,0.433382603547277,0.407530089137337,0.350781882749478,0.267929346901316,0.196210825977453,0.162447926908478,0.129988892337466,0.103529497978861,0.0683590119492907,-0.00405559570471139,-0.319080077918639,-0.258023403726327,-0.221079153246921,-0.280777185690914,-0.22999336340722,-0.0387963291752224,-0.0940158243899744,-0.141701362826491,-0.0580164969691229,-0.0207477883526766,0.029638102715394
"humedad_min_media_porc..7.",-0.00389446531032778,0.0415566357870111,0.0576499639518585,0.0284915238046179,0.0528326986930016,0.073184204062884,0.0614491015083995,0.0812258507870217,0.145925810468987,0.182312065647471,0.213027771156113,-0.30103143936986,-0.328365250890177,-0.285964995329582,-0.256320561211376,-0.311745580658419,-0.291348678502797,-0.222852537140851,-0.150387581905127,-0.167623400298657,-0.0999175551076045,-0.06072164938475,-0.0534179664697341,-0.0170813615555206,0.0224586754965545,0.0818017228193289,0.151786413464313,0.198503995166027,0.226350651477997,0.237294575134302,0.243948320002428,0.265311517777148,0.291785526160305,0.194275044765816,0.184469198404121,0.263503898562308,0.320365700087828,0.271181101305744,0.410457991838234,1,0.406801298335212,0.264553895693703,0.317564518631645,0.252943601793419,0.109467870010339,0.165183448230576,0.173844733709262,0.236542787411856,0.285893250585102,0.429031409451357,0.705230365294522,0.34320221513801,0.334527765662641,0.335694496414045,0.265778104333601,-0.0350356943336986,-0.0757998282176816,-0.0335436300348381,-0.0181492811691845,-0.041113864958566,-0.0311269004309057,0.319616463441946,0.176744840602613,0.108195908564118,0.0912357482854184,0.0693071483235322,0.183954991157816,0.208306921492725,0.245752829448201,0.3220542137308,0.316705459230545,0.458718250546878,0.930972194555422,0.428281072944344,0.33188723217302,0.36782992184471,0.301352008056244,-0.310708498410416,-0.329373534048411,-0.310502325515037,-0.287645214471534,-0.333426293838882,-0.338896430523854,-0.386528978393124,-0.200489229906104,-0.193383504137113,-0.149489917957992,-0.0982603268459839,0.427464108162759,0.436826753874869,0.438390257022856,0.427008075753009,0.401262176283173,0.34452737697271,0.261991363696427,0.190673451317973,0.156752176393841,0.125193394889819,0.0990555909931187,-0.00970754398374306,-0.285181434793692,-0.317095578867451,-0.249245501174349,-0.220524945393855,-0.277920553580572,-0.227838760416124,-0.0391750968021803,-0.0910181110266525,-0.13705127095154,-0.0583583188986682,-0.0226060268849625
"humedad_min_media_porc..8.",-0.00904719654983363,-0.0033539287236135,0.0420466154429134,0.0571499150522287,0.0278738345389563,0.0523007390355621,0.0735859043541036,0.0620258530976133,0.0817097292419572,0.146310145508527,0.182993766323548,-0.283561508339261,-0.299888883841801,-0.323031463010291,-0.286774851044015,-0.255516784630522,-0.309657587644782,-0.29180462028129,-0.22057014091703,-0.147426086764669,-0.169232050366814,-0.101306450318968,-0.101247536264013,-0.0619126510091346,-0.0250137049821168,0.0150841309308639,0.075076923829543,0.145725699914634,0.192932431765001,0.221145101724159,0.232376517514741,0.239280345552641,0.26096050025863,0.112416504820925,0.191697697959735,0.18445287865948,0.261312833161332,0.318197719951277,0.264858271241989,0.406801298335212,1,0.407357986187365,0.263357453510684,0.31531170980623,0.00985436027974949,0.107462274566464,0.162998995317205,0.176488198560602,0.236383964340563,0.280780449513516,0.42511820391822,0.702655889575103,0.341671739695848,0.337402248628216,0.332748807868083,-0.143280060550509,-0.0323502393739468,-0.0758564807548917,-0.0354593672152028,-0.0150958037469013,-0.0512008258274107,-0.0396115916873631,0.316935926980878,0.163262223407488,0.111459259783435,0.092716062407455,0.0854663568827927,0.180344320940177,0.206738581719449,0.245490412881128,0.320083886775368,0.310866698105376,0.454921135507611,0.930192910059929,0.4275429814983,0.332031020251034,0.364593413354657,-0.277920040405567,-0.309029587109917,-0.324109966220091,-0.310198979608216,-0.286345594909906,-0.329979156583986,-0.33809530930092,-0.38362412142573,-0.197577576895884,-0.193207911241485,-0.149787826386363,0.410399831354146,0.423692898658408,0.432895032853177,0.434637852144648,0.423342439124351,0.397867050040737,0.341643291548792,0.259257602936394,0.188024570663108,0.155136887523993,0.123927234399541,-0.0381936363432119,-0.280174253529849,-0.284570584790555,-0.31213430644562,-0.250928463141424,-0.220602024836028,-0.277442505309676,-0.229780440374517,-0.0376107027533683,-0.0876988453163237,-0.139120073677736,-0.0604802548060058
"humedad_min_media_porc..9.",-0.0379589630543004,-0.00883751962434109,-0.00308432069705539,0.0422076948023293,0.0573086924709408,0.0280500765676651,0.052553742775519,0.0738771481052999,0.0622991244224101,0.0819527014339069,0.146557952056713,-0.285116485243149,-0.283700796463234,-0.30074304321088,-0.32322388280966,-0.286817498998219,-0.255683483731588,-0.309838257572757,-0.291995311135486,-0.220725586306646,-0.147976095395398,-0.169632148944678,-0.133096497082232,-0.101820857713135,-0.0622364965767119,-0.0251337856979852,0.015146213812534,0.0753481889533321,0.146183729492052,0.193466187552804,0.221686818343603,0.232874910291847,0.23973012345997,0.0444359941649778,0.11248897755318,0.191939783263156,0.183860995836318,0.261188641962755,0.319382800484343,0.264553895693703,0.407357986187365,1,0.4074300601772,0.263081576480854,-0.029329938321336,0.00901703590002969,0.107805151850435,0.163165189473101,0.176545466375926,0.23570578629737,0.2798287088526,0.424341265248522,0.702957782923567,0.341614606258373,0.33594712282468,-0.0566579585691773,-0.14310642840145,-0.0318846119497207,-0.0756026374621289,-0.0346968190173098,-0.016193680464994,-0.0529818161527889,-0.0402020399598883,0.33121043441929,0.163761719742432,0.111960084764556,0.020603912232737,0.0849992793569776,0.180556260813088,0.206433447738564,0.245524894648189,0.320505782872482,0.310641309239267,0.455464759588578,0.930177935423068,0.427343769787028,0.330820126513989,-0.283357836170583,-0.278080695769213,-0.309791575309662,-0.324235202672834,-0.310207185419861,-0.286798587036552,-0.330066887818433,-0.338385688247661,-0.383953410904793,-0.197856780520589,-0.193528369409363,0.386328757434838,0.411396524416567,0.424926467423127,0.434038686642363,0.435686762583632,0.423950565365532,0.39801213891352,0.341811200905412,0.259390187848632,0.188235617001912,0.155444854568692,-0.0754317571651054,-0.280692538070901,-0.280309761243238,-0.285282310367347,-0.312419615644842,-0.251071159005953,-0.220784038862931,-0.277837629499882,-0.229931376413927,-0.0376018231284913,-0.0883070419748814,-0.13945384179171
