Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,121.629997,124.300003,119.989998,124.050003,124.050003,2340500
2018-01-03,125.150002,126.290001,122.410004,124.949997,124.949997,2519000
2018-01-04,125.820000,125.820000,122.129997,122.690002,122.690002,2095000
2018-01-05,123.910004,123.910004,121.580002,122.800003,122.800003,2733200
2018-01-08,122.639999,122.800003,118.000000,119.699997,119.699997,3201100
2018-01-09,120.500000,122.110001,120.029999,121.800003,121.800003,1776100
2018-01-10,121.699997,121.919998,120.129997,121.459999,121.459999,1724400
2018-01-11,121.500000,122.959999,120.220001,122.480003,122.480003,1571700
2018-01-12,123.000000,123.629997,121.589996,122.709999,122.709999,1228300
2018-01-16,123.000000,126.059998,123.000000,124.480003,124.480003,4154600
2018-01-17,125.540001,125.540001,121.599998,122.120003,122.120003,2061000
2018-01-18,122.430000,122.430000,120.040001,120.349998,120.349998,1477300
2018-01-19,120.599998,121.730003,120.379997,121.050003,121.050003,1799100
2018-01-22,121.239998,124.029999,120.589996,123.669998,123.669998,1430800
2018-01-23,123.430000,126.160004,122.660004,125.589996,125.589996,1658200
2018-01-24,126.040001,129.149994,123.879997,125.010002,125.010002,1525900
2018-01-25,125.879997,126.459999,124.040001,124.949997,124.949997,954600
2018-01-26,125.570000,128.270004,125.400002,128.089996,128.089996,1510100
2018-01-29,127.330002,128.440002,126.250000,126.790001,126.790001,1259900
2018-01-30,126.190002,127.500000,122.320000,122.360001,122.360001,1700200
2018-01-31,122.339996,122.730003,119.190002,119.320000,119.320000,2088400
2018-02-01,118.449997,119.540001,116.889999,118.089996,118.089996,2707000
2018-02-02,117.419998,117.980003,115.620003,116.150002,116.150002,1389200
2018-02-05,117.260002,118.620003,112.699997,112.720001,112.720001,2050700
2018-02-06,110.650002,115.150002,109.610001,114.910004,114.910004,2094300
2018-02-07,113.949997,119.120003,113.589996,117.150002,117.150002,2695800
2018-02-08,116.309998,118.839996,108.269997,108.470001,108.470001,3744400
2018-02-09,109.059998,110.989998,104.949997,108.599998,108.599998,3039200
2018-02-12,109.559998,115.980003,109.519997,115.430000,115.430000,2659600
2018-02-13,114.279999,115.360001,112.559998,113.970001,113.970001,2426500
2018-02-14,113.169998,123.800003,112.589996,123.199997,123.199997,3156800
2018-02-15,123.070000,125.300003,120.660004,122.709999,122.709999,2595700
2018-02-16,122.570000,123.169998,119.239998,120.470001,120.470001,3898500
2018-02-20,119.459999,122.110001,118.470001,118.849998,118.849998,2022800
2018-02-21,119.430000,120.120003,117.040001,117.099998,117.099998,1555200
